from,to,value
E02000001,E02006887,2
E02000003,E02006887,1
E02000018,E02006882,2
E02000027,E02006882,2
E02000028,E02006882,5
E02000030,E02006882,1
E02000032,E02006882,1
E02000033,E02006882,2
E02000034,E02006882,4
E02000036,E02006882,4
E02000037,E02006882,10
E02000039,E02006882,1
E02000041,E02006882,12
E02000041,E02006888,1
E02000042,E02006882,1
E02000043,E02006882,1
E02000044,E02006882,5
E02000045,E02006882,1
E02000046,E02006882,2
E02000046,E02006887,1
E02000047,E02006882,11
E02000048,E02006882,8
E02000049,E02006882,1
E02000050,E02006882,2
E02000051,E02006882,3
E02000052,E02006882,1
E02000052,E02006887,1
E02000053,E02006882,6
E02000053,E02006886,2
E02000054,E02006882,1
E02000055,E02006882,2
E02000057,E02006882,2
E02000059,E02006882,6
E02000061,E02006882,2
E02000061,E02006887,1
E02000062,E02006882,1
E02000063,E02006882,4
E02000067,E02006882,1
E02000070,E02006883,1
E02000079,E02006886,1
E02000080,E02006882,1
E02000082,E02006880,1
E02000082,E02006882,1
E02000091,E02006885,1
E02000093,E02006882,31
E02000094,E02006882,18
E02000095,E02006882,35
E02000096,E02006880,2
E02000096,E02006882,55
E02000097,E02006882,13
E02000098,E02006882,7
E02000099,E02006882,18
E02000099,E02006885,1
E02000100,E02006882,18
E02000101,E02006882,8
E02000102,E02006882,5
E02000103,E02006882,2
E02000104,E02006882,9
E02000105,E02006882,36
E02000106,E02006882,5
E02000107,E02006882,8
E02000108,E02006882,29
E02000109,E02006882,16
E02000110,E02006882,11
E02000111,E02006882,71
E02000112,E02006882,31
E02000113,E02006882,8
E02000114,E02006882,9
E02000115,E02006882,3
E02000116,E02006882,2
E02000117,E02006882,9
E02000118,E02006880,1
E02000118,E02006882,45
E02000119,E02006882,6
E02000120,E02006882,1
E02000120,E02006887,1
E02000121,E02006882,36
E02000122,E02006882,1
E02000123,E02006882,9
E02000124,E02006882,2
E02000125,E02006882,6
E02000126,E02006882,2
E02000144,E02006887,1
E02000145,E02006887,1
E02000149,E02006889,1
E02000158,E02006887,1
E02000160,E02006880,1
E02000167,E02006885,1
E02000168,E02006885,1
E02000171,E02006887,1
E02000174,E02006882,1
E02000174,E02006887,1
E02000175,E02006882,2
E02000176,E02006887,1
E02000181,E02006887,1
E02000183,E02006885,1
E02000187,E02006882,1
E02000188,E02006882,1
E02000200,E02006882,1
E02000201,E02006882,1
E02000211,E02006882,1
E02000214,E02006882,1
E02000215,E02006887,1
E02000216,E02006887,1
E02000217,E02006882,1
E02000218,E02006886,1
E02000219,E02006882,1
E02000226,E02006882,1
E02000230,E02006882,1
E02000230,E02006887,2
E02000233,E02006882,1
E02000238,E02006882,14
E02000238,E02006883,1
E02000239,E02006882,10
E02000240,E02006882,11
E02000241,E02006882,14
E02000241,E02006883,2
E02000242,E02006882,4
E02000243,E02006882,4
E02000243,E02006887,1
E02000244,E02006882,3
E02000245,E02006882,5
E02000246,E02006882,1
E02000247,E02006882,4
E02000247,E02006886,1
E02000248,E02006882,4
E02000248,E02006886,1
E02000249,E02006882,3
E02000250,E02006882,2
E02000251,E02006882,4
E02000251,E02006889,1
E02000252,E02006880,1
E02000253,E02006882,1
E02000254,E02006882,2
E02000255,E02006882,6
E02000256,E02006882,2
E02000258,E02006882,2
E02000260,E02006882,4
E02000261,E02006882,1
E02000263,E02006882,4
E02000265,E02006882,4
E02000267,E02006887,1
E02000268,E02006882,1
E02000269,E02006882,1
E02000271,E02006889,1
E02000272,E02006882,1
E02000274,E02006882,4
E02000275,E02006882,2
E02000276,E02006882,1
E02000276,E02006887,1
E02000280,E02006887,1
E02000282,E02006882,1
E02000284,E02006882,1
E02000285,E02006882,1
E02000290,E02006882,1
E02000291,E02006882,1
E02000292,E02006882,1
E02000295,E02006887,1
E02000300,E02006886,1
E02000302,E02006882,1
E02000305,E02006889,1
E02000306,E02006882,1
E02000308,E02006887,1
E02000314,E02006887,3
E02000316,E02006882,2
E02000320,E02006882,2
E02000323,E02006887,1
E02000326,E02006887,1
E02000334,E02006886,1
E02000342,E02006885,1
E02000342,E02006887,1
E02000344,E02006882,1
E02000344,E02006886,1
E02000351,E02006887,1
E02000360,E02006882,1
E02000365,E02006887,1
E02000368,E02006887,4
E02000369,E02006882,1
E02000371,E02006882,1
E02000372,E02006882,1
E02000372,E02006887,1
E02000373,E02006882,1
E02000376,E02006882,1
E02000376,E02006888,1
E02000381,E02006886,1
E02000383,E02006882,2
E02000383,E02006886,1
E02000385,E02006886,1
E02000390,E02006887,1
E02000394,E02006886,1
E02000395,E02006886,3
E02000396,E02006886,1
E02000401,E02006887,1
E02000405,E02006882,1
E02000406,E02006886,1
E02000411,E02006887,1
E02000412,E02006886,1
E02000416,E02006886,1
E02000417,E02006887,1
E02000424,E02006887,3
E02000426,E02006882,1
E02000426,E02006886,1
E02000429,E02006882,1
E02000431,E02006887,1
E02000432,E02006887,1
E02000433,E02006882,23
E02000434,E02006882,20
E02000435,E02006882,18
E02000436,E02006882,17
E02000437,E02006882,47
E02000438,E02006882,38
E02000438,E02006887,1
E02000439,E02006882,32
E02000440,E02006882,69
