from,to,value
E02000003,W02000281,1
E02000008,W02000280,1
E02000008,W02000281,1
E02000072,W02000280,2
E02000072,W02000282,1
E02000099,W02000280,1
E02000154,W02000287,1
E02000192,W02000286,3
E02000200,W02000280,1
E02000241,W02000281,1
E02000254,W02000280,2
E02000291,W02000280,1
E02000317,W02000280,2
E02000318,W02000280,2
E02000321,W02000282,1
E02000351,W02000286,1
E02000377,W02000281,1
E02000476,W02000281,1
E02000522,W02000280,1
E02000526,W02000281,1
E02000529,W02000280,1
E02000531,W02000282,1
E02000538,W02000280,1
E02000547,W02000280,1
E02000550,W02000280,1
E02000590,W02000280,1
E02000641,W02000280,1
E02000647,W02000287,1
E02000652,W02000280,2
E02000654,W02000281,1
E02000670,W02000288,1
E02000674,W02000288,1
E02000713,W02000281,1
E02000714,W02000280,1
E02000719,W02000281,1
E02000742,W02000280,1
E02000755,W02000280,1
E02000760,W02000280,1
E02000770,W02000280,1
E02000773,W02000280,1
E02000796,W02000281,1
E02000914,W02000280,1
E02000916,W02000280,1
E02000919,W02000280,1
E02000920,W02000282,2
E02000949,W02000280,1
E02001002,W02000287,1
E02001041,W02000281,1
E02001042,W02000284,1
E02001043,W02000284,1
E02001046,W02000280,2
E02001080,W02000281,1
E02001082,W02000280,1
E02001091,W02000280,1
E02001100,W02000281,1
E02001148,W02000280,2
E02001157,W02000281,1
E02001182,W02000280,1
E02001184,W02000280,1
E02001193,W02000281,1
E02001199,W02000287,1
E02001218,W02000281,1
E02001232,W02000280,1
E02001293,W02000280,1
E02001296,W02000280,1
E02001360,W02000280,1
E02001361,W02000282,1
E02001375,W02000281,1
E02001449,W02000280,1
E02001477,W02000280,1
E02001486,W02000287,1
E02001488,W02000280,1
E02001491,W02000280,1
E02001501,W02000280,1
E02001507,W02000287,1
E02001534,W02000280,1
E02001591,W02000280,1
E02001597,W02000284,1
E02001660,W02000280,1
E02001733,W02000280,1
E02001798,W02000286,2
E02001813,W02000286,1
E02001896,W02000280,1
E02001911,W02000286,1
E02001916,W02000286,1
E02001919,W02000286,1
E02001981,W02000287,1
E02002012,W02000280,1
E02002031,W02000280,1
E02002042,W02000284,2
E02002058,W02000280,1
E02002070,W02000281,1
E02002137,W02000281,1
E02002164,W02000284,1
E02002208,W02000287,1
E02002258,W02000286,1
E02002338,W02000289,1
E02002342,W02000287,1
E02002366,W02000284,1
E02002377,W02000280,4
E02002394,W02000284,1
E02002424,W02000280,1
E02002426,W02000284,1
E02002441,W02000280,2
E02002513,W02000280,1
E02002575,W02000280,1
E02002582,W02000280,2
E02002602,W02000282,1
E02002618,W02000280,1
E02002670,W02000280,1
E02002722,W02000282,1
E02002790,W02000280,1
E02002816,W02000288,1
E02002843,W02000281,2
E02002886,W02000281,1
E02002886,W02000285,1
E02002906,W02000286,1
E02002908,W02000281,1
E02002909,W02000286,1
E02002909,W02000288,1
E02002911,W02000281,1
E02002911,W02000282,1
E02002914,W02000284,1
E02002914,W02000288,1
E02002915,W02000287,1
E02002916,W02000282,1
E02002919,W02000287,1
E02002919,W02000288,1
E02002920,W02000287,1
E02002922,W02000281,1
E02002924,W02000288,1
E02002925,W02000280,1
E02002927,W02000285,1
E02002962,W02000280,1
E02002972,W02000280,1
E02002986,W02000281,1
E02002987,W02000280,1
E02002991,W02000281,1
E02002994,W02000280,1
E02002994,W02000281,1
E02003005,W02000282,1
E02003011,W02000288,1
E02003012,W02000280,1
E02003014,W02000282,1
E02003021,W02000281,1
E02003031,W02000281,2
E02003038,W02000288,1
E02003039,W02000280,1
E02003040,W02000280,1
E02003041,W02000281,1
E02003045,W02000280,1
E02003045,W02000281,1
E02003046,W02000284,1
E02003054,W02000287,1
E02003062,W02000288,1
E02003065,W02000280,1
E02003072,W02000280,1
E02003073,W02000280,1
E02003079,W02000286,1
E02003079,W02000288,1
E02003091,W02000288,1
E02003092,W02000285,1
E02003094,W02000280,2
E02003094,W02000281,1
E02003094,W02000282,1
E02003097,W02000288,1
E02003101,W02000287,1
E02003101,W02000288,2
E02003107,W02000281,1
E02003109,W02000280,1
E02003113,W02000281,1
E02003116,W02000282,1
E02003118,W02000282,1
E02003119,W02000285,1
E02003121,W02000280,1
E02003126,W02000288,1
E02003130,W02000281,1
E02003138,W02000288,1
E02003139,W02000288,1
E02003141,W02000288,1
E02003143,W02000280,1
E02003143,W02000288,1
E02003150,W02000288,1
E02003159,W02000288,1
E02003159,W02000289,1
E02003163,W02000284,1
E02003180,W02000284,1
E02003231,W02000286,1
E02003266,W02000285,1
E02003272,W02000280,1
E02003325,W02000280,1
E02003480,W02000282,1
E02003518,W02000280,1
E02003555,W02000280,1
E02003558,W02000280,1
E02003560,W02000280,1
E02003563,W02000289,2
E02003566,W02000280,2
E02003568,W02000280,1
E02003623,W02000281,1
E02003662,W02000280,1
E02003670,W02000280,1
E02003693,W02000282,1
E02003694,W02000282,1
E02003732,W02000280,1
E02003776,W02000281,1
E02003787,W02000281,1
E02003793,W02000280,1
E02003808,W02000287,1
E02003859,W02000281,1
E02003958,W02000282,1
E02004034,W02000284,1
E02004087,W02000284,1
E02004151,W02000287,1
E02004155,W02000288,1
E02004166,W02000281,1
E02004169,W02000286,1
E02004180,W02000281,1
E02004195,W02000287,1
E02004198,W02000281,1
E02004234,W02000288,1
E02004265,W02000288,1
E02004370,W02000280,1
E02004373,W02000280,1
E02004394,W02000280,1
E02004399,W02000280,2
E02004410,W02000280,1
E02004423,W02000280,1
E02004444,W02000280,1
E02004454,W02000281,1
E02004472,W02000280,1
E02004486,W02000280,1
E02004490,W02000288,1
E02004504,W02000282,1
E02004566,W02000287,1
E02004570,W02000280,1
E02004601,W02000281,1
E02004606,W02000280,1
E02004611,W02000281,1
E02004611,W02000286,1
E02004620,W02000281,1
E02004622,W02000281,1
E02004622,W02000287,1
E02004624,W02000281,1
E02004625,W02000282,1
E02004628,W02000280,1
E02004630,W02000284,1
E02004631,W02000286,1
E02004632,W02000282,1
E02004633,W02000281,1
E02004633,W02000287,1
E02004634,W02000281,1
E02004635,W02000284,1
E02004639,W02000280,2
E02004640,W02000281,1
E02004643,W02000280,1
E02004648,W02000280,1
E02004652,W02000281,3
E02004657,W02000280,1
E02004657,W02000281,1
E02004659,W02000281,2
E02004668,W02000284,1
E02004683,W02000288,2
E02004687,W02000280,1
E02004692,W02000288,1
E02004694,W02000288,1
E02004696,W02000288,1
E02004720,W02000280,2
E02004720,W02000286,1
E02004730,W02000280,1
E02004736,W02000280,1
E02004759,W02000280,1
E02004769,W02000280,1
E02004783,W02000281,1
E02004786,W02000280,1
E02004819,W02000280,1
E02004853,W02000280,1
E02004865,W02000287,1
E02004904,W02000280,1
E02004915,W02000287,1
E02004916,W02000287,2
E02004919,W02000280,1
E02004971,W02000281,1
E02004973,W02000288,1
E02005059,W02000281,1
E02005081,W02000280,2
E02005082,W02000281,1
E02005103,W02000281,1
E02005121,W02000280,1
E02005130,W02000281,1
E02005132,W02000281,1
E02005162,W02000280,2
E02005164,W02000281,1
E02005166,W02000280,2
E02005192,W02000287,1
E02005213,W02000280,3
E02005215,W02000280,1
E02005250,W02000288,1
E02005276,W02000280,1
E02005284,W02000287,1
E02005373,W02000281,1
E02005389,W02000282,1
E02005390,W02000288,1
E02005406,W02000287,1
E02005477,W02000287,1
E02005555,W02000284,1
E02005623,W02000281,1
E02005652,W02000281,1
E02005676,W02000281,1
E02005758,W02000280,1
E02005760,W02000280,1
E02005777,W02000281,1
E02005787,W02000281,1
E02005871,W02000287,1
E02005881,W02000280,1
E02005923,W02000280,1
E02005950,W02000280,3
E02005959,W02000280,1
E02005986,W02000280,1
E02005992,W02000280,1
E02006002,W02000282,1
E02006007,W02000281,1
E02006024,W02000280,1
E02006038,W02000281,1
E02006054,W02000286,1
E02006056,W02000281,1
E02006057,W02000287,1
E02006066,W02000280,1
E02006071,W02000281,2
E02006132,W02000288,1
E02006147,W02000282,1
E02006149,W02000282,1
E02006156,W02000286,1
E02006176,W02000280,1
E02006350,W02000281,1
E02006356,W02000281,1
E02006403,W02000280,1
E02006508,W02000288,1
E02006523,W02000281,1
E02006528,W02000280,1
E02006545,W02000281,1
E02006635,W02000281,1
E02006649,W02000281,1
E02006654,W02000280,1
E02006655,W02000288,1
E02006678,W02000282,2
E02006690,W02000284,1
E02006700,W02000280,2
E02006710,W02000286,1
E02006714,W02000281,1
E02006720,W02000286,1
E02006733,W02000281,1
E02006750,W02000281,1
E02006753,W02000280,1
E02006845,W02000284,1
E02006848,W02000280,1
W02000001,W02000285,1
W02000001,W02000288,1
W02000009,W02000285,1
W02000039,W02000288,1
W02000042,W02000281,2
W02000050,W02000281,1
W02000050,W02000286,1
W02000052,W02000286,1
W02000057,W02000281,1
W02000097,W02000286,4
W02000099,W02000286,1
W02000100,W02000286,1
W02000100,W02000288,1
W02000102,W02000282,1
W02000102,W02000286,1
W02000102,W02000288,2
W02000104,W02000286,1
W02000105,W02000284,1
W02000105,W02000286,3
W02000106,W02000286,2
W02000107,W02000285,1
W02000108,W02000287,1
W02000110,W02000286,5
W02000110,W02000288,1
W02000111,W02000286,9
W02000111,W02000287,1
W02000111,W02000288,1
W02000113,W02000281,2
W02000113,W02000284,3
W02000113,W02000285,2
W02000113,W02000286,29
W02000113,W02000287,3
W02000113,W02000288,6
W02000114,W02000280,1
W02000114,W02000281,4
W02000114,W02000282,1
W02000114,W02000284,4
W02000114,W02000285,2
W02000114,W02000286,17
W02000114,W02000287,3
W02000114,W02000288,9
W02000118,W02000281,1
W02000123,W02000286,1
W02000124,W02000280,3
W02000124,W02000282,1
W02000125,W02000286,1
W02000127,W02000282,2
W02000128,W02000282,1
W02000128,W02000286,1
W02000130,W02000281,1
W02000131,W02000281,1
W02000131,W02000282,1
W02000132,W02000280,1
W02000133,W02000280,1
W02000133,W02000282,1
W02000134,W02000281,1
W02000137,W02000280,1
W02000138,W02000280,1
W02000140,W02000280,1
W02000140,W02000281,1
W02000141,W02000280,1
W02000141,W02000281,2
W02000142,W02000280,2
W02000142,W02000282,1
W02000143,W02000286,2
W02000143,W02000288,1
W02000145,W02000281,1
W02000145,W02000286,3
W02000146,W02000280,1
W02000146,W02000282,1
W02000147,W02000280,2
W02000147,W02000281,6
W02000147,W02000287,2
W02000148,W02000282,2
W02000148,W02000285,1
W02000149,W02000281,1
W02000149,W02000284,1
W02000149,W02000286,1
W02000151,W02000282,1
W02000151,W02000286,9
W02000151,W02000288,1
W02000152,W02000280,3
W02000152,W02000281,3
W02000152,W02000282,1
W02000152,W02000289,1
W02000153,W02000280,5
W02000153,W02000281,3
W02000153,W02000284,1
W02000153,W02000288,1
W02000154,W02000280,1
W02000154,W02000281,3
W02000154,W02000282,1
W02000154,W02000286,1
W02000156,W02000280,2
W02000156,W02000281,1
W02000156,W02000282,3
W02000157,W02000281,3
W02000157,W02000282,1
W02000157,W02000286,4
W02000158,W02000280,1
W02000158,W02000281,6
W02000158,W02000282,1
W02000158,W02000284,2
W02000158,W02000285,1
W02000159,W02000281,2
W02000160,W02000280,1
W02000160,W02000281,2
W02000160,W02000282,1
W02000160,W02000286,1
W02000161,W02000281,2
W02000161,W02000284,2
W02000161,W02000286,6
W02000162,W02000280,2
W02000162,W02000281,4
W02000162,W02000286,1
W02000163,W02000281,2
W02000163,W02000284,5
W02000164,W02000281,3
W02000164,W02000282,3
W02000164,W02000284,3
W02000164,W02000285,1
W02000164,W02000286,2
W02000165,W02000280,1
W02000165,W02000282,1
W02000165,W02000286,3
W02000166,W02000280,3
W02000166,W02000281,4
W02000166,W02000282,1
W02000166,W02000286,2
W02000167,W02000281,1
W02000167,W02000284,12
W02000167,W02000286,4
W02000168,W02000280,4
W02000168,W02000281,3
W02000168,W02000282,1
W02000168,W02000284,1
W02000168,W02000286,1
W02000168,W02000288,1
W02000169,W02000280,1
W02000169,W02000281,3
W02000169,W02000285,1
W02000169,W02000286,8
