areacd,areanm,parentcd,xmin,ymin,xmax,ymax
E02003333,Luton,E06000035,0.534,51.364,0.555,51.379
E02003334,Chatham South West,E06000035,0.511,51.365,0.526,51.379
E02003335,Chatham South East,E06000035,0.524,51.366,0.546,51.377
E02003336,Rainham North West,E06000035,0.577,51.364,0.636,51.408
E02003337,Rochester South West,E06000035,0.457,51.353,0.51,51.378
E02003338,Rainham North East,E06000035,0.605,51.36,0.635,51.38
E02003339,Rochester South East,E06000035,0.497,51.354,0.518,51.376
E02003340,Wayfield,E06000035,0.519,51.351,0.547,51.372
E02003341,Cuxton & Halling,E06000035,0.397,51.341,0.474,51.394
E02003342,Rainham South East,E06000035,0.588,51.354,0.615,51.366
E02003343,Rainham South West,E06000035,0.559,51.349,0.597,51.371
E02003344,Capstone,E06000035,0.534,51.337,0.568,51.368
E02003345,Parkwood East,E06000035,0.591,51.333,0.631,51.362
E02003346,Horsted,E06000035,0.5,51.341,0.529,51.365
E02003347,Settington,E06000035,0.523,51.341,0.54,51.361
E02003348,Hempstead & Wigmore,E06000035,0.555,51.335,0.589,51.367
E02003349,Parkwood West,E06000035,0.583,51.334,0.602,51.358
E02003350,Walderslade,E06000035,0.511,51.335,0.534,51.348
E02003351,Lordswood,E06000035,0.531,51.328,0.557,51.345
E02003352,Winkfield & Cranbourne,E06000036,-0.741,51.414,-0.631,51.468
E02003353,Binfield & Popeswood,E06000036,-0.802,51.404,-0.725,51.469
E02003354,Wick Hill,E06000036,-0.766,51.416,-0.721,51.432
E02003355,Priestwood,E06000036,-0.779,51.413,-0.75,51.427
E02003356,Chavey Down & North Ascot West,E06000036,-0.735,51.365,-0.668,51.43
E02003357,Bullbrook,E06000036,-0.745,51.402,-0.718,51.421
E02003358,Central Bracknell & Wildridings,E06000036,-0.769,51.398,-0.734,51.419
E02003359,Crown Wood,E06000036,-0.742,51.391,-0.723,51.404
E02003360,Great Hollands,E06000036,-0.801,51.385,-0.76,51.414
E02003361,Birch Hill & Hanworth East,E06000036,-0.762,51.388,-0.734,51.405
E02003362,Hanworth West,E06000036,-0.773,51.387,-0.744,51.398
E02003363,Crowthorne South,E06000036,-0.837,51.346,-0.782,51.372
E02003364,Owlsmoor & Broadmoor,E06000036,-0.795,51.35,-0.727,51.391
E02003365,Sandhurst,E06000036,-0.816,51.338,-0.78,51.361
E02003366,College Town,E06000036,-0.789,51.332,-0.748,51.356
E02003367,"Chieveley, East Isley & Compton",E06000037,-1.465,51.432,-1.215,51.564
E02003368,Lambourn & Great Shefford,E06000037,-1.588,51.447,-1.421,51.553
E02003369,Streatley & Pangbourne,E06000037,-1.232,51.46,-1.071,51.543
E02003370,Purley on Thames,E06000037,-1.114,51.441,-1.036,51.492
E02003371,Westwood,E06000037,-1.067,51.446,-1.039,51.475
E02003372,Calcot North & Little Heath,E06000037,-1.068,51.438,-1.026,51.46
E02003373,Hermitage & Cold Ash,E06000037,-1.315,51.411,-1.154,51.504
E02003374,Calcot South,E06000037,-1.068,51.435,-1.022,51.444
E02003375,Theale & Beenham,E06000037,-1.171,51.387,-1.054,51.459
E02003376,Hungerford,E06000037,-1.571,51.378,-1.473,51.456
E02003377,Thatcham South East & Bradfield,E06000037,-1.284,51.357,-1.098,51.474
E02003378,Newbury North West,E06000037,-1.355,51.399,-1.287,51.439
E02003379,Newbury Clay Hill,E06000037,-1.314,51.401,-1.288,51.415
E02003380,Thatcham West,E06000037,-1.296,51.395,-1.259,51.415
E02003381,Burghfield Common,E06000037,-1.078,51.393,-0.998,51.437
E02003382,Thatcham Town,E06000037,-1.269,51.394,-1.248,51.411
E02003383,Thatcham North East,E06000037,-1.27,51.382,-1.216,51.423
E02003384,Kintbury & Boxford,E06000037,-1.522,51.329,-1.331,51.482
E02003385,Newbury Central & Greenham,E06000037,-1.339,51.367,-1.269,51.41
E02003386,Newbury South West,E06000037,-1.343,51.384,-1.308,51.401
E02003387,Newbury Wash Common,E06000037,-1.353,51.367,-1.32,51.397
E02003388,Mortimer & Aldermaston Wharf,E06000037,-1.139,51.358,-0.982,51.421
E02003389,Caversham Emmer Green,E06000038,-0.975,51.469,-0.941,51.493
E02003390,Caversham Heights,E06000038,-1.008,51.468,-0.973,51.488
E02003391,Caversham Balmore Park,E06000038,-0.989,51.466,-0.953,51.485
E02003392,Lower Caversham,E06000038,-0.978,51.461,-0.947,51.472
E02003393,Tilehurst North,E06000038,-1.053,51.454,-1.024,51.475
E02003394,Norcot North,E06000038,-1.034,51.454,-1.005,51.47
E02003395,Battle & Caversham Bridge,E06000038,-1.008,51.452,-0.97,51.47
E02003396,Norcot South,E06000038,-1.023,51.448,-0.989,51.462
E02003397,Tilehurst South,E06000038,-1.049,51.448,-1.017,51.461
E02003398,Palmer Park,E06000038,-0.964,51.446,-0.931,51.459
E02003399,Reading Central,E06000038,-0.987,51.444,-0.949,51.463
E02003400,Wokingham Road,E06000038,-0.957,51.441,-0.928,51.454
E02003401,Coley Park,E06000038,-1.002,51.434,-0.974,51.453
E02003402,Southampton Street & Redlands Road,E06000038,-0.974,51.439,-0.95,51.454
E02003403,Southcote,E06000038,-1.03,51.43,-0.993,51.452
E02003404,Leighton Park,E06000038,-0.963,51.425,-0.944,51.446
E02003405,Kennet Island & Green Park,E06000038,-1.001,51.419,-0.952,51.444
E02003406,Whitley Wood,E06000038,-0.983,51.41,-0.947,51.429
E02003407,Britwell,E06000039,-0.652,51.529,-0.618,51.539
E02003408,Manor Park,E06000039,-0.634,51.514,-0.607,51.535
E02003409,Haymill & Lynch Hill,E06000039,-0.66,51.52,-0.628,51.53
E02003410,Baylis & Stoke,E06000039,-0.615,51.514,-0.595,51.532
E02003411,Wexham Lea,E06000039,-0.59,51.511,-0.565,51.534
E02003412,Cippenham Green,E06000039,-0.66,51.512,-0.626,51.521
E02003413,Stoke Road & Wexham Road,E06000039,-0.601,51.505,-0.569,51.524
E02003414,Cippenham Meadows,E06000039,-0.659,51.5,-0.612,51.516
E02003415,Chalvey,E06000039,-0.618,51.497,-0.594,51.517
E02003416,Langley St Mary's,E06000039,-0.576,51.501,-0.526,51.511
E02003417,Central Slough & Upton Court,E06000039,-0.601,51.491,-0.56,51.511
E02003418,Langley Kederminster,E06000039,-0.574,51.494,-0.542,51.506
E02003419,Langley Foxborough,E06000039,-0.554,51.49,-0.528,51.503
E02003420,Colnbrook & Poyle,E06000039,-0.549,51.468,-0.49,51.495
E02003421,Pinkney's Green & Furze Platt Road,E06000040,-0.774,51.525,-0.711,51.547
E02003422,Cookham & Waltham,E06000040,-0.854,51.441,-0.691,51.578
E02003423,Furze Platt,E06000040,-0.757,51.526,-0.721,51.541
E02003424,Maidenhead East,E06000040,-0.733,51.505,-0.693,51.547
E02003425,Maidenhead Central,E06000040,-0.738,51.515,-0.708,51.533
E02003426,Maidenhead Highway,E06000040,-0.778,51.511,-0.733,51.531
E02003427,Boyn Hill & Norreys Drive,E06000040,-0.751,51.505,-0.725,51.521
E02003428,Cox Green,E06000040,-0.775,51.487,-0.725,51.519
E02003429,Bray Wick & Holyport,E06000040,-0.753,51.456,-0.654,51.511
E02003430,Windsor Town & Eton,E06000040,-0.644,51.466,-0.581,51.504
E02003431,Datchet,E06000040,-0.596,51.452,-0.524,51.499
E02003432,Clewer Village,E06000040,-0.641,51.471,-0.609,51.493
E02003433,Dedworth,E06000040,-0.663,51.472,-0.64,51.49
E02003434,Clewer New Town,E06000040,-0.646,51.471,-0.619,51.485
E02003435,Spital & Cranbourne Park,E06000040,-0.658,51.446,-0.592,51.478
E02003436,Old Windsor & Wraysbury,E06000040,-0.662,51.41,-0.523,51.474
E02003437,Ascot & North Ascot East,E06000040,-0.697,51.399,-0.62,51.432
E02003438,South Ascot & Sunningdale,E06000040,-0.685,51.383,-0.609,51.412
E02003439,Twyford East & Wargrave,E06000041,-0.9,51.466,-0.817,51.562
E02003440,Twyford West & Charvil,E06000041,-0.898,51.462,-0.851,51.499
E02003441,Sonning & Woodley North,E06000041,-0.93,51.453,-0.883,51.487
E02003442,Woodley East,E06000041,-0.899,51.443,-0.838,51.474
E02003443,Woodley South,E06000041,-0.926,51.441,-0.89,51.459
E02003444,Earley,E06000041,-0.95,51.433,-0.898,51.468
E02003445,Southlake,E06000041,-0.925,51.439,-0.885,51.452
E02003446,Lower Earley North,E06000041,-0.948,51.423,-0.9,51.446
E02003447,Winnersh,E06000041,-0.914,51.417,-0.858,51.44
E02003448,Wokingham North & Hurst,E06000041,-0.89,51.413,-0.797,51.472
E02003449,Lower Earley South,E06000041,-0.935,51.42,-0.903,51.432
E02003450,Shinfield,E06000041,-0.965,51.39,-0.911,51.436
E02003451,Wokingham Town,E06000041,-0.848,51.407,-0.819,51.428
E02003452,Wokingham East,E06000041,-0.831,51.404,-0.793,51.425
E02003453,Barkham & Woose Hill,E06000041,-0.891,51.38,-0.854,51.422
E02003454,Wokingham West & South,E06000041,-0.868,51.387,-0.828,51.418
E02003455,Spencers Wood & Swallowfield,E06000041,-1.012,51.36,-0.904,51.426
E02003456,Arborfield & Garrison,E06000041,-0.942,51.352,-0.854,51.421
E02003457,Finchampstead,E06000041,-0.883,51.352,-0.822,51.401
E02003458,Crowthorne North,E06000041,-0.837,51.366,-0.789,51.408
E02003459,Olney & Lavendon,E06000042,-0.792,52.126,-0.627,52.196
E02003460,"Hanslope, Castlethorpe & Sherington",E06000042,-0.887,52.049,-0.592,52.159
E02003461,Newport Pagnell North,E06000042,-0.76,52.079,-0.721,52.103
E02003462,Newport Pagnell South,E06000042,-0.741,52.072,-0.696,52.091
E02003463,Great Linford & Giffard Park,E06000042,-0.771,52.057,-0.729,52.081
E02003464,Stantonbury & Bradville,E06000042,-0.794,52.055,-0.761,52.074
E02003465,Willen & Downhead Park,E06000042,-0.747,52.051,-0.711,52.074
E02003466,Wolverton & New Bradwell,E06000042,-0.822,52.053,-0.788,52.073
E02003467,Linford Wood,E06000042,-0.777,52.044,-0.74,52.074
E02003468,Stony Stratford & Old Wolverton,E06000042,-0.863,52.048,-0.805,52.075
E02003469,Bradwell Village,E06000042,-0.803,52.042,-0.774,52.063
E02003470,Stacey Bushes & Fullers Slade,E06000042,-0.837,52.046,-0.796,52.057
E02003471,Bradwell Common,E06000042,-0.788,52.037,-0.764,52.058
E02003472,Central Milton Keynes & Newlands,E06000042,-0.782,52.029,-0.713,52.056
E02003473,Two Mile Ash,E06000042,-0.833,52.031,-0.786,52.051
E02003474,Woughton & Woolstone,E06000042,-0.744,52.019,-0.698,52.047
E02003475,"Broughton, Middleton & Kents Hill",E06000042,-0.725,52.016,-0.669,52.063
E02003476,Eaglestone & Fishermead,E06000042,-0.749,52.016,-0.725,52.042
E02003477,Shenley Wood & Grange Farm,E06000042,-0.872,52.005,-0.779,52.056
E02003478,Loughton,E06000042,-0.809,52.013,-0.75,52.041
E02003479,Oldbrook & Coffee Hall,E06000042,-0.771,52.019,-0.745,52.036
E02003480,Walnut Tree & Tilbrook,E06000042,-0.712,52.001,-0.676,52.033
E02003481,Denbigh,E06000042,-0.762,51.987,-0.7,52.026
E02003482,Bow Brickhill & Woburn Sands,E06000042,-0.713,51.969,-0.64,52.049
E02003483,Westcroft & Shenley Brook End,E06000042,-0.812,51.994,-0.77,52.023
E02003484,Furzton,E06000042,-0.781,52.003,-0.751,52.021
E02003485,Bletchley North West,E06000042,-0.764,51.997,-0.739,52.013
E02003486,Tattenhoe & Emerson Valley,E06000042,-0.806,51.985,-0.764,52.013
E02003487,Far Bletchley,E06000042,-0.789,51.986,-0.754,52.003
E02003488,Bletchley East,E06000042,-0.736,51.983,-0.714,52.006
E02003489,Bletchley West,E06000042,-0.774,51.983,-0.735,52.003
E02003490,Bletchley South,E06000042,-0.762,51.97,-0.713,51.991
E02003491,Patcham East,E06000043,-0.15,50.857,-0.118,50.879
E02003492,Coldean & Moulsecoomb North,E06000043,-0.12,50.849,-0.075,50.878
E02003493,Patcham West & Westdene,E06000043,-0.19,50.851,-0.13,50.892
E02003494,Hollingbury,E06000043,-0.157,50.846,-0.126,50.862
E02003495,Mile Oak,E06000043,-0.245,50.845,-0.208,50.878
E02003496,Hangleton North,E06000043,-0.214,50.844,-0.175,50.876
E02003497,West Blatchington,E06000043,-0.188,50.838,-0.16,50.858
E02003498,Hollingdean & Moulsecoomb West,E06000043,-0.135,50.837,-0.108,50.87
E02003499,Bevendean & Moulsecoomb East,E06000043,-0.116,50.835,-0.082,50.854
E02003500,Fiveways,E06000043,-0.146,50.84,-0.128,50.849
E02003501,Withdean Woods,E06000043,-0.17,50.834,-0.142,50.855
E02003502,Portslade Village,E06000043,-0.232,50.835,-0.208,50.851
E02003503,Hangleton South,E06000043,-0.216,50.836,-0.183,50.851
E02003504,Preston Park,E06000043,-0.155,50.833,-0.134,50.844
E02003505,Round Hill,E06000043,-0.14,50.83,-0.117,50.838
E02003506,Aldrington,E06000043,-0.192,50.832,-0.172,50.841
E02003507,Woodingdean,E06000043,-0.094,50.818,-0.036,50.851
E02003508,Elm Grove & Bear Road,E06000043,-0.126,50.825,-0.111,50.843
E02003509,Goldsmid West,E06000043,-0.179,50.828,-0.162,50.839
E02003510,Goldsmid East,E06000043,-0.167,50.827,-0.148,50.836
E02003511,Portslade by Sea,E06000043,-0.219,50.826,-0.194,50.838
E02003512,Hanover,E06000043,-0.134,50.826,-0.119,50.836
E02003513,Aldrington South,E06000043,-0.199,50.826,-0.182,50.837
E02003514,Seven Dials,E06000043,-0.155,50.825,-0.142,50.837
E02003515,Whitehawk,E06000043,-0.122,50.816,-0.083,50.837
E02003516,Hove Central,E06000043,-0.174,50.824,-0.158,50.831
E02003517,North Laine & the Lanes,E06000043,-0.157,50.819,-0.132,50.834
E02003518,King Alfred,E06000043,-0.192,50.823,-0.166,50.833
E02003519,Brunswick,E06000043,-0.167,50.821,-0.148,50.828
E02003520,St James's Street & Queen's Park,E06000043,-0.137,50.819,-0.123,50.829
E02003521,Kemptown,E06000043,-0.137,50.814,-0.113,50.826
E02003522,Roedean & Marina,E06000043,-0.119,50.805,-0.068,50.824
E02003523,Rottingdean & Saltdean,E06000043,-0.086,50.799,-0.016,50.828
E02003524,Paulsgrove East,E06000044,-1.114,50.847,-1.081,50.859
E02003525,Wymering,E06000044,-1.1,50.84,-1.065,50.859
E02003526,Cosham North,E06000044,-1.074,50.842,-1.039,50.859
E02003527,Paulsgrove West & Port Solent,E06000044,-1.118,50.829,-1.062,50.858
E02003529,Cosham South,E06000044,-1.069,50.832,-1.043,50.848
E02003530,Hilsea,E06000044,-1.089,50.822,-1.061,50.838
E02003531,Anchorage Park & Copnor,E06000044,-1.071,50.81,-1.039,50.836
E02003532,Alexandra Park,E06000044,-1.088,50.817,-1.073,50.827
E02003533,North End West & Whale Island,E06000044,-1.102,50.813,-1.08,50.829
E02003534,North End East,E06000044,-1.086,50.812,-1.064,50.823
E02003535,Fratton North,E06000044,-1.08,50.808,-1.061,50.815
E02003536,Landport,E06000044,-1.097,50.801,-1.077,50.815
E02003537,Baffins,E06000044,-1.068,50.799,-1.041,50.813
E02003538,Fratton Kingston,E06000044,-1.078,50.796,-1.064,50.81
E02003539,Fratton West & Portsea,E06000044,-1.112,50.795,-1.077,50.81
E02003540,Milton,E06000044,-1.077,50.788,-1.038,50.81
E02003541,Somers Town,E06000044,-1.096,50.789,-1.078,50.798
E02003542,Southsea Haslemere Road,E06000044,-1.074,50.786,-1.062,50.795
E02003543,Southsea Fawcett Road,E06000044,-1.083,50.786,-1.069,50.796
E02003544,Southsea Prince Albert Road,E06000044,-1.065,50.787,-1.052,50.794
E02003545,Southsea West,E06000044,-1.096,50.782,-1.082,50.791
E02003546,Eastney,E06000044,-1.075,50.779,-1.029,50.797
E02003547,Old Portsmouth & Southsea Common,E06000044,-1.11,50.75,-1.072,50.797
E02003548,Southsea Waverley Road,E06000044,-1.084,50.78,-1.07,50.789
E02003549,Bassett Green,E06000045,-1.424,50.937,-1.388,50.956
E02003550,Aldermoor & Lordswood,E06000045,-1.452,50.934,-1.424,50.95
E02003551,Stoneham,E06000045,-1.392,50.936,-1.355,50.948
E02003552,Coxford & Lords Hill,E06000045,-1.459,50.933,-1.435,50.946
E02003553,Swaythling,E06000045,-1.396,50.932,-1.371,50.944
E02003554,Hollybrook,E06000045,-1.432,50.929,-1.402,50.944
E02003555,Maybush,E06000045,-1.47,50.924,-1.445,50.943
E02003556,Townhill Park,E06000045,-1.38,50.924,-1.353,50.938
E02003557,Highfield & University,E06000045,-1.407,50.922,-1.383,50.938
E02003558,Shirley Warren,E06000045,-1.448,50.92,-1.428,50.935
E02003559,Upper Shirley,E06000045,-1.433,50.918,-1.405,50.936
E02003560,Redbridge & Millbrook West,E06000045,-1.479,50.91,-1.454,50.933
E02003561,St Denys,E06000045,-1.396,50.919,-1.38,50.933
E02003562,Bitterne West,E06000045,-1.388,50.912,-1.364,50.931
E02003563,Shirley South,E06000045,-1.452,50.917,-1.428,50.931
E02003564,Bitterne East,E06000045,-1.367,50.912,-1.346,50.931
E02003565,Bevois Town,E06000045,-1.406,50.915,-1.39,50.925
E02003566,Harefield,E06000045,-1.356,50.915,-1.33,50.925
E02003567,Regents Park & Millbrook East,E06000045,-1.465,50.904,-1.432,50.928
E02003568,Banister Park & Howard Road,E06000045,-1.427,50.911,-1.403,50.923
E02003569,Freemantle,E06000045,-1.444,50.901,-1.415,50.919
E02003570,Newtown & Nicholstown,E06000045,-1.406,50.905,-1.378,50.92
E02003571,City Centre & The Polygon,E06000045,-1.418,50.897,-1.4,50.917
E02003572,Bitterne South,E06000045,-1.383,50.904,-1.356,50.918
E02003573,Thornhill,E06000045,-1.354,50.905,-1.325,50.915
E02003574,Sholing East,E06000045,-1.36,50.891,-1.335,50.913
E02003575,Hightown,E06000045,-1.345,50.896,-1.322,50.907
E02003576,Itchen,E06000045,-1.385,50.897,-1.361,50.909
E02003577,"St Mary's, Ocean Village & Town Quay",E06000045,-1.41,50.883,-1.387,50.91
E02003578,Sholing West,E06000045,-1.365,50.889,-1.344,50.909
E02003579,Woolston,E06000045,-1.384,50.886,-1.358,50.899
E02003580,Weston,E06000045,-1.374,50.88,-1.349,50.894
E02003581,Cowes Central,E06000046,-1.321,50.75,-1.283,50.767
E02003582,"Cowes West, Gurnard & Northwood",E06000046,-1.346,50.727,-1.287,50.765
E02003583,East Cowes & Osborne,E06000046,-1.292,50.721,-1.238,50.766
E02003584,Ryde Central,E06000046,-1.172,50.722,-1.144,50.734
E02003585,Binstead & Wootton,E06000046,-1.258,50.704,-1.182,50.744
E02003586,Ryde West & Havenstreet,E06000046,-1.223,50.682,-1.155,50.734
E02003587,Ryde South,E06000046,-1.17,50.707,-1.133,50.729
E02003588,Newport East & Parkhurst East,E06000046,-1.327,50.681,-1.21,50.734
E02003589,Newport Central & Parkhurst West,E06000046,-1.347,50.694,-1.289,50.729
E02003590,Bembridge & Nettlestone,E06000046,-1.147,50.665,-1.07,50.74
E02003591,Newport South & West,E06000046,-1.321,50.646,-1.213,50.702
E02003592,Yarmouth & Freshwater,E06000046,-1.586,50.652,-1.459,50.713
E02003593,Brighstone & Shalfleet,E06000046,-1.469,50.614,-1.302,50.747
E02003594,Sandown & Brading,E06000046,-1.182,50.649,-1.109,50.709
E02003595,Shanklin West & Newchurch,E06000046,-1.225,50.627,-1.163,50.685
E02003596,Shanklin Central & Lake,E06000046,-1.213,50.607,-1.161,50.653
E02003597,"Niton, Shorwell & Godshill",E06000046,-1.378,50.575,-1.22,50.674
E02003598,Ventnor & Wroxall,E06000046,-1.27,50.579,-1.175,50.632
E02003599,Sandy North,E06000056,-0.3,52.13,-0.283,52.144
E02003600,Sandy South,E06000056,-0.317,52.109,-0.236,52.154
E02003601,Potton,E06000056,-0.298,52.037,-0.144,52.172
E02003602,"Blunham, Caldecote & Broom",E06000056,-0.39,52.039,-0.25,52.191
E02003603,Biggleswade West,E06000056,-0.276,52.067,-0.244,52.112
E02003604,Biggleswade East,E06000056,-0.262,52.045,-0.215,52.102
E02003605,Cranfield & Aspley Guise,E06000056,-0.669,51.997,-0.578,52.111
E02003606,Houghton Conquest & Clophill,E06000056,-0.51,52.009,-0.375,52.088
E02003607,"Marston Moretaine, Lidlington & Woburn",E06000056,-0.662,51.933,-0.51,52.095
E02003608,Arlesey & Henlow,E06000056,-0.301,51.98,-0.239,52.07
E02003609,Shefford & Shillington,E06000056,-0.415,51.948,-0.316,52.059
E02003610,Ampthill & Millbrook,E06000056,-0.548,52.016,-0.461,52.055
E02003611,"Clifton, Meppershall & Stondon",E06000056,-0.37,51.982,-0.27,52.057
E02003612,Stotfold,E06000056,-0.257,51.985,-0.201,52.047
E02003613,Flitwick East,E06000056,-0.506,51.996,-0.467,52.018
E02003614,Flitwick West,E06000056,-0.552,51.985,-0.491,52.022
E02003615,"Westoning, Harlington & Silsoe",E06000056,-0.565,51.947,-0.4,52.026
E02003616,Riseley & Sharnbrook,E06000055,-0.598,52.199,-0.372,52.323
E02003617,"Harrold, Chellington & Turvey",E06000055,-0.669,52.097,-0.506,52.279
E02003618,"Clapham, Oakley & Thurleigh",E06000055,-0.564,52.157,-0.433,52.243
E02003619,"Wyboston, Great Barford & Cople",E06000055,-0.476,52.095,-0.241,52.269
E02003620,Brickhill,E06000055,-0.474,52.147,-0.45,52.168
E02003621,Putnoe,E06000055,-0.453,52.146,-0.427,52.164
E02003622,Goldington,E06000055,-0.446,52.141,-0.403,52.158
E02003623,Bromham & Biddenham,E06000055,-0.573,52.118,-0.486,52.166
E02003624,De Parys,E06000055,-0.471,52.139,-0.44,52.152
E02003625,Harpur,E06000055,-0.493,52.139,-0.467,52.159
E02003626,Newnham,E06000055,-0.448,52.125,-0.403,52.148
E02003627,Castle & Kingsway,E06000055,-0.483,52.13,-0.443,52.14
E02003628,Queens Park,E06000055,-0.5,52.128,-0.477,52.144
E02003629,Kingsbrook,E06000055,-0.466,52.114,-0.409,52.137
E02003630,Cauldwell,E06000055,-0.479,52.114,-0.45,52.134
E02003631,Kempston North,E06000055,-0.516,52.114,-0.477,52.131
E02003632,Kempston Central & East,E06000055,-0.5,52.114,-0.477,52.127
E02003633,Kempston West & South,E06000055,-0.527,52.085,-0.479,52.119
E02003634,"Elstow, Shortstown & Wixams",E06000055,-0.489,52.063,-0.377,52.141
E02003635,Wootton & Stewartby,E06000055,-0.583,52.055,-0.486,52.111
E02003636,Barton-le-Clay & Upper Sundon,E06000056,-0.496,51.91,-0.384,51.987
E02003637,"Toddington, Heath & Reach",E06000056,-0.683,51.882,-0.479,51.974
E02003638,Leighton Buzzard North & East,E06000056,-0.682,51.916,-0.633,51.94
E02003639,Leighton Buzzard Central,E06000056,-0.67,51.912,-0.647,51.928
E02003640,Linslade East,E06000056,-0.696,51.9,-0.665,51.936
E02003641,Linslade West,E06000056,-0.702,51.904,-0.676,51.924
E02003642,Houghton Regis North,E06000056,-0.533,51.906,-0.492,51.926
E02003643,Leighton Buzzard South East,E06000056,-0.673,51.894,-0.63,51.92
E02003644,Houghton Regis South,E06000056,-0.571,51.887,-0.494,51.922
E02003645,Dunstable East,E06000056,-0.523,51.885,-0.484,51.898
E02003646,Dunstable West,E06000056,-0.55,51.876,-0.528,51.9
E02003647,Dunstable Central,E06000056,-0.537,51.875,-0.511,51.894
E02003648,Dunstable Manshead,E06000056,-0.517,51.874,-0.493,51.887
E02003649,Dunstable South,E06000056,-0.528,51.87,-0.502,51.884
E02003650,"Eaton Bray, Whipsnade & Holywell",E06000056,-0.62,51.805,-0.471,51.9
E02003651,Caddington & Slip End,E06000056,-0.503,51.829,-0.34,51.888
E02003652,"Buckingham South, Maids Moreton & Akeley",E07000004,-1.052,51.98,-0.844,52.082
E02003653,Buckingham North,E07000004,-1.007,51.994,-0.965,52.015
E02003654,Newton Longville & Great Horwood,E07000004,-0.945,51.93,-0.74,52.022
E02003655,"Marsh Gibbon, Steeple Claydon & Tingewick",E07000004,-1.137,51.875,-0.901,52.066
E02003656,Winslow & Padbury,E07000004,-0.979,51.927,-0.854,51.989
E02003657,"Granborough, Stewkley & Great Brickhill",E07000004,-0.91,51.891,-0.651,51.99
E02003658,"Wing, Wingrave & Bierton",E07000004,-0.807,51.815,-0.664,51.923
E02003659,Waddesdon & Whitchurch,E07000004,-1.001,51.789,-0.791,51.918
E02003660,"Cheddington, Pitstone & Edlesborough",E07000004,-0.695,51.807,-0.538,51.902
E02003661,"Oakley, Brill & Edgcott",E07000004,-1.141,51.782,-0.933,51.905
E02003662,Watermead & Elmhurst,E07000004,-0.817,51.823,-0.795,51.843
E02003663,Berryfields & Haydon Hill,E07000004,-0.881,51.819,-0.827,51.862
E02003664,Gatehouse,E07000004,-0.833,51.815,-0.815,51.832
E02003665,Victoria Park,E07000004,-0.806,51.811,-0.774,51.826
E02003666,Aylesbury Central,E07000004,-0.823,51.81,-0.801,51.827
E02003667,Fairford Leys,E07000004,-0.852,51.802,-0.823,51.821
E02003668,Bedgrove & Walton,E07000004,-0.806,51.798,-0.773,51.815
E02003669,California & Southcourt,E07000004,-0.829,51.799,-0.81,51.815
E02003670,Mandeville & Elm Farm,E07000004,-0.813,51.793,-0.783,51.813
E02003671,Walton Court & Hawkslade,E07000004,-0.827,51.792,-0.81,51.808
E02003672,Stoke Mandeville & Aston Clinton,E07000004,-0.82,51.759,-0.673,51.835
E02003673,"Haddenham, Dinton & Stone",E07000004,-0.984,51.737,-0.809,51.826
E02003674,"Worminghall, Long Crendon & Cuddington",E07000004,-1.123,51.744,-0.9,51.808
E02003675,Wendover,E07000004,-0.775,51.719,-0.689,51.798
E02003676,"Hyde Heath, Bellingdon & Latimer",E07000005,-0.724,51.641,-0.505,51.768
E02003677,Chesham West,E07000005,-0.64,51.707,-0.603,51.731
E02003678,Chesham East,E07000005,-0.61,51.703,-0.578,51.728
E02003679,Chesham South,E07000005,-0.643,51.682,-0.576,51.716
E02003680,Great Missenden & Prestwood,E07000005,-0.762,51.674,-0.674,51.723
E02003681,Amersham-on-the-Hill & Chesham Bois,E07000005,-0.646,51.673,-0.582,51.697
E02003682,Old Amersham,E07000005,-0.666,51.643,-0.563,51.684
E02003683,Little Chalfont,E07000005,-0.584,51.636,-0.538,51.675
E02003685,"Chalfont St Giles, Seer Green & Jordans",E07000005,-0.617,51.604,-0.546,51.648
E02003686,Chalfont Common & St Peter East,E07000005,-0.567,51.592,-0.523,51.643
E02003687,Chalfont St Peter West,E07000005,-0.613,51.589,-0.543,51.616
E02003688,Beaconsfield Town,E07000006,-0.68,51.579,-0.596,51.635
E02003689,Gerrards Cross,E07000006,-0.607,51.56,-0.507,51.602
E02003690,Denham,E07000006,-0.532,51.544,-0.477,51.605
E02003691,Farnham & Hedgerley,E07000006,-0.63,51.537,-0.53,51.593
E02003692,Stoke Poges & George Green,E07000006,-0.62,51.509,-0.516,51.568
E02003693,"Burham North, Taplow & Dorney",E07000006,-0.704,51.485,-0.619,51.582
E02003694,Burnham South,E07000006,-0.678,51.522,-0.648,51.54
E02003695,Iver & Richings Park,E07000006,-0.539,51.493,-0.483,51.559
E02003696,Princes Risborough,E07000007,-0.86,51.709,-0.778,51.746
E02003697,"Longwick, Kimble & Lacey Green",E07000007,-0.913,51.678,-0.737,51.782
E02003698,Walter's Ash & Hughenden Valley,E07000007,-0.794,51.645,-0.706,51.696
E02003699,Stokenchurch,E07000007,-0.951,51.623,-0.831,51.681
E02003701,Downley,E07000007,-0.8,51.632,-0.75,51.665
E02003702,"Bledlow, Cadmore End & Hambleden Valley",E07000007,-0.95,51.545,-0.781,51.74
E02003703,Terriers & Amersham Hill,E07000007,-0.752,51.63,-0.718,51.651
E02003704,Tylers Green,E07000007,-0.726,51.612,-0.689,51.646
E02003705,Bowerdean,E07000007,-0.747,51.626,-0.727,51.641
