from,to,value
E02000022,E02005846,2
E02000072,E02005848,1
E02000105,E02005849,1
E02000109,E02005849,1
E02000111,E02005846,1
E02000111,E02005848,1
E02000111,E02005849,1
E02000121,E02005848,3
E02000204,E02005842,1
E02000257,E02005846,1
E02000283,E02005842,1
E02000318,E02005847,1
E02000359,E02005848,1
E02000369,E02005848,1
E02000435,E02005843,2
E02000436,E02005847,1
E02000484,E02005848,1
E02000515,E02005849,1
E02000528,E02005842,1
E02000543,E02005842,1
E02000543,E02005847,1
E02000546,E02005847,1
E02000720,E02005848,1
E02000721,E02005848,2
E02000723,E02005849,1
E02000724,E02005848,2
E02000730,E02005848,1
E02000733,E02005840,1
E02000734,E02005848,1
E02000735,E02005848,1
E02000738,E02005843,1
E02000799,E02005848,1
E02000836,E02005843,1
E02000894,E02005848,1
E02000911,E02005849,1
E02000912,E02005849,2
E02000971,E02005843,1
E02001004,E02005846,1
E02001019,E02005842,1
E02001019,E02005847,1
E02001022,E02005847,1
E02001026,E02005847,1
E02001034,E02005847,1
E02001046,E02005847,1
E02001110,E02005849,1
E02001133,E02005844,1
E02001139,E02005842,1
E02001144,E02005842,1
E02001144,E02005843,1
E02001177,E02005847,1
E02001184,E02005844,1
E02001186,E02005847,1
E02001197,E02005843,1
E02001202,E02005847,1
E02001209,E02005847,1
E02001229,E02005848,1
E02001235,E02005849,1
E02001236,E02005848,1
E02001244,E02005843,1
E02001260,E02005847,1
E02001267,E02005847,1
E02001268,E02005847,2
E02001270,E02005844,2
E02001280,E02005848,1
E02001281,E02005848,1
E02001335,E02005849,1
E02001358,E02005848,1
E02001360,E02005848,1
E02001370,E02005847,1
E02001376,E02005843,1
E02001381,E02005843,3
E02001385,E02005843,1
E02001413,E02005843,1
E02001420,E02005843,1
E02001433,E02005844,1
E02001450,E02005843,1
E02001468,E02005843,1
E02001472,E02005842,1
E02001478,E02005843,1
E02001487,E02005843,1
E02001502,E02005848,1
E02001502,E02005849,1
E02001509,E02005843,3
E02001510,E02005843,2
E02001511,E02005848,1
E02001512,E02005847,1
E02001513,E02005843,2
E02001513,E02005847,1
E02001513,E02005849,2
E02001514,E02005843,1
E02001514,E02005847,2
E02001514,E02005848,1
E02001514,E02005849,2
E02001515,E02005843,3
E02001515,E02005844,1
E02001516,E02005843,1
E02001517,E02005843,3
E02001517,E02005849,1
E02001518,E02005844,2
E02001518,E02005849,1
E02001519,E02005843,2
E02001520,E02005844,1
E02001521,E02005843,3
E02001521,E02005847,1
E02001521,E02005848,2
E02001522,E02005844,1
E02001522,E02005848,2
E02001522,E02005849,1
E02001523,E02005843,3
E02001523,E02005844,1
E02001523,E02005848,1
E02001525,E02005847,1
E02001525,E02005848,1
E02001526,E02005843,1
E02001528,E02005842,3
E02001528,E02005846,1
E02001528,E02005847,1
E02001528,E02005848,3
E02001529,E02005843,3
E02001529,E02005849,1
E02001530,E02005844,1
E02001530,E02005848,1
E02001531,E02005843,2
E02001531,E02005849,1
E02001532,E02005846,1
E02001532,E02005849,1
E02001533,E02005840,1
E02001533,E02005843,1
E02001533,E02005848,1
E02001534,E02005843,2
E02001534,E02005844,2
E02001535,E02005847,2
E02001536,E02005847,2
E02001536,E02005848,1
E02001537,E02005847,1
E02001538,E02005848,1
E02001539,E02005843,2
E02001539,E02005847,1
E02001539,E02005848,1
E02001539,E02005849,1
E02001540,E02005844,1
E02001540,E02005847,1
E02001540,E02005848,1
E02001540,E02005849,2
E02001541,E02005842,2
E02001541,E02005843,1
E02001541,E02005844,6
E02001541,E02005846,1
E02001541,E02005847,1
E02001541,E02005849,1
E02001542,E02005843,2
E02001542,E02005846,1
E02001542,E02005848,2
E02001542,E02005849,3
E02001543,E02005842,1
E02001543,E02005843,1
E02001543,E02005844,3
E02001543,E02005847,2
E02001543,E02005848,4
E02001543,E02005849,1
E02001544,E02005843,4
E02001544,E02005846,1
E02001544,E02005847,1
E02001544,E02005848,3
E02001545,E02005843,1
E02001545,E02005844,1
E02001545,E02005848,4
E02001545,E02005849,8
E02001546,E02005840,1
E02001546,E02005842,2
E02001546,E02005844,1
E02001546,E02005847,1
E02001546,E02005848,1
E02001546,E02005849,3
E02001547,E02005843,3
E02001547,E02005844,3
E02001547,E02005846,2
E02001547,E02005848,5
E02001547,E02005849,2
E02001548,E02005847,2
E02001548,E02005848,4
E02001548,E02005849,6
E02001549,E02005840,1
E02001549,E02005842,1
E02001549,E02005843,2
E02001549,E02005844,1
E02001549,E02005846,1
E02001549,E02005848,4
E02001549,E02005849,1
E02001550,E02005842,1
E02001550,E02005843,4
E02001550,E02005844,2
E02001550,E02005846,2
E02001550,E02005848,3
E02001550,E02005849,3
E02001551,E02005840,1
E02001551,E02005842,1
E02001551,E02005843,1
E02001551,E02005847,2
E02001551,E02005848,3
E02001551,E02005849,3
E02001552,E02005840,1
