from,to,value
E02000154,W02000001,1
E02000156,W02000008,1
E02000158,W02000001,1
E02000247,W02000007,1
E02000324,W02000007,1
E02000326,W02000007,1
E02000426,W02000008,1
E02000503,W02000007,2
E02000590,W02000003,1
E02000641,W02000007,1
E02000826,W02000005,1
E02000830,W02000005,3
E02000836,W02000005,1
E02000838,W02000005,1
E02001017,W02000009,1
E02001061,W02000004,1
E02001066,W02000008,1
E02001088,W02000007,2
E02001105,W02000001,1
E02001125,W02000001,1
E02001138,W02000007,1
E02001140,W02000004,2
E02001176,W02000009,1
E02001196,W02000003,2
E02001207,W02000007,1
E02001219,W02000007,2
E02001220,W02000007,1
E02001221,W02000006,1
E02001225,W02000007,1
E02001232,W02000007,1
E02001237,W02000006,1
E02001240,W02000004,1
E02001258,W02000003,1
E02001270,W02000003,1
E02001271,W02000007,1
E02001272,W02000003,1
E02001273,W02000002,1
E02001279,W02000007,2
E02001314,W02000008,2
E02001314,W02000009,1
E02001315,W02000009,1
E02001325,W02000002,2
E02001331,W02000001,1
E02001332,W02000003,1
E02001333,W02000007,2
E02001334,W02000006,1
E02001335,W02000006,1
E02001337,W02000003,2
E02001338,W02000003,1
E02001344,W02000007,1
E02001345,W02000003,1
E02001348,W02000003,2
E02001362,W02000003,1
E02001363,W02000006,1
E02001377,W02000002,2
E02001387,W02000003,2
E02001401,W02000007,2
E02001409,W02000007,1
E02001412,W02000007,1
E02001421,W02000001,1
E02001423,W02000005,1
E02001442,W02000003,1
E02001442,W02000007,1
E02001448,W02000005,1
E02001455,W02000003,1
E02001460,W02000003,1
E02001464,W02000003,1
E02001466,W02000001,1
E02001466,W02000003,1
E02001480,W02000003,2
E02001484,W02000003,3
E02001486,W02000003,3
E02001486,W02000007,1
E02001490,W02000006,1
E02001491,W02000003,3
E02001491,W02000006,1
E02001494,W02000003,1
E02001494,W02000007,1
E02001495,W02000003,1
E02001496,W02000003,1
E02001499,W02000003,1
E02001503,W02000009,1
E02001504,W02000003,3
E02001506,W02000001,1
E02001506,W02000003,1
E02001542,W02000007,3
E02001638,W02000006,1
E02001654,W02000007,2
E02001684,W02000001,1
E02001862,W02000004,1
E02001866,W02000007,1
E02001872,W02000007,1
E02001873,W02000008,1
E02001957,W02000004,1
E02001959,W02000006,1
E02001968,W02000004,1
E02001968,W02000009,1
E02001972,W02000004,1
E02001974,W02000003,1
E02001978,W02000003,1
E02001988,W02000004,3
E02001990,W02000009,1
E02002046,W02000009,1
E02002057,W02000004,1
E02002103,W02000003,1
E02002109,W02000003,1
E02002112,W02000009,1
E02002143,W02000009,1
E02002250,W02000005,1
E02002258,W02000005,1
E02002311,W02000007,1
E02002329,W02000007,1
E02002338,W02000008,1
E02002390,W02000007,1
E02002403,W02000007,1
E02002405,W02000009,1
E02002416,W02000009,1
E02002428,W02000007,1
E02002462,W02000004,1
E02002485,W02000005,1
E02002507,W02000003,1
E02002514,W02000005,1
E02002568,W02000008,1
E02002574,W02000007,1
E02002575,W02000007,1
E02002576,W02000003,1
E02002582,W02000001,1
E02002585,W02000003,1
E02002585,W02000007,1
E02002586,W02000007,1
E02002587,W02000003,1
E02002589,W02000003,1
E02002590,W02000007,1
E02002593,W02000001,1
E02002597,W02000003,1
E02002599,W02000003,1
E02002599,W02000005,1
E02002607,W02000006,2
E02002609,W02000008,1
E02002623,W02000003,1
E02002625,W02000007,1
E02002639,W02000006,1
E02002667,W02000007,1
E02002718,W02000007,1
E02002732,W02000007,1
E02002766,W02000009,1
E02002770,W02000007,1
E02002770,W02000009,1
E02002783,W02000007,2
E02002791,W02000007,1
E02002864,W02000007,1
E02002942,W02000007,1
E02002974,W02000008,1
E02003043,W02000007,1
E02003074,W02000007,1
E02003093,W02000007,1
E02003094,W02000001,1
E02003101,W02000007,1
E02003109,W02000003,1
E02003110,W02000007,1
E02003115,W02000007,1
E02003122,W02000009,1
E02003137,W02000007,3
E02003192,W02000006,1
E02003325,W02000003,1
E02003545,W02000003,1
E02003554,W02000003,1
E02003601,W02000008,3
E02003602,W02000008,1
E02003639,W02000009,1
E02003643,W02000007,1
E02003733,W02000003,1
E02003769,W02000007,2
E02003780,W02000007,1
E02003791,W02000007,1
E02003794,W02000005,1
E02003794,W02000006,1
E02003795,W02000007,1
E02003802,W02000003,3
E02003802,W02000007,2
E02003802,W02000008,1
E02003803,W02000003,4
E02003803,W02000006,1
E02003806,W02000008,1
E02003807,W02000001,1
E02003807,W02000008,1
E02003808,W02000001,3
E02003808,W02000009,1
E02003809,W02000003,2
E02003810,W02000001,1
E02003819,W02000003,1
E02003829,W02000009,1
E02003842,W02000006,1
E02003845,W02000005,1
E02003845,W02000007,1
E02003845,W02000009,1
E02003848,W02000008,1
E02003849,W02000002,1
E02003860,W02000007,1
E02003861,W02000008,3
E02003867,W02000008,1
E02003877,W02000006,1
E02003878,W02000004,1
E02003879,W02000007,1
E02003882,W02000004,1
E02003882,W02000007,1
E02003883,W02000003,1
E02003886,W02000008,1
E02003887,W02000007,1
E02003889,W02000007,2
E02003893,W02000007,1
E02003894,W02000007,1
E02003895,W02000007,1
E02003939,W02000007,1
E02003951,W02000003,1
E02003953,W02000007,1
E02003954,W02000007,1
E02003963,W02000008,1
E02003970,W02000007,1
E02003971,W02000003,1
E02003988,W02000002,1
E02004012,W02000009,1
E02004023,W02000007,1
E02004092,W02000003,1
E02004094,W02000001,1
E02004097,W02000001,1
E02004147,W02000008,1
E02004178,W02000007,1
E02004179,W02000007,2
E02004182,W02000007,1
E02004184,W02000007,1
E02004230,W02000008,1
E02004233,W02000007,1
E02004247,W02000007,1
E02004278,W02000007,1
E02004354,W02000003,1
E02004497,W02000009,1
E02004573,W02000007,2
E02004608,W02000007,1
E02004611,W02000009,1
E02004639,W02000001,1
E02004642,W02000007,1
E02004657,W02000001,2
E02004660,W02000007,1
E02004663,W02000001,1
E02004699,W02000007,1
E02004704,W02000002,2
E02004705,W02000008,1
E02004719,W02000003,1
E02004735,W02000007,1
E02004760,W02000006,1
E02004805,W02000008,1
E02004808,W02000008,1
E02004848,W02000008,1
E02004989,W02000008,1
E02004998,W02000001,1
E02004998,W02000008,1
E02005110,W02000001,1
E02005110,W02000003,1
E02005169,W02000007,1
E02005183,W02000008,1
E02005191,W02000001,1
E02005196,W02000008,1
E02005208,W02000007,1
E02005211,W02000006,1
E02005254,W02000007,1
E02005255,W02000001,1
E02005264,W02000005,2
E02005266,W02000007,1
E02005297,W02000006,1
E02005305,W02000007,1
E02005306,W02000001,1
E02005309,W02000008,1
E02005310,W02000005,2
E02005319,W02000006,1
E02005321,W02000001,1
E02005322,W02000007,1
E02005325,W02000003,1
E02005330,W02000007,1
E02005332,W02000006,1
E02005384,W02000003,1
E02005424,W02000007,1
E02005442,W02000007,1
E02005443,W02000007,1
E02005459,W02000007,1
E02005460,W02000003,1
E02005460,W02000007,2
E02005462,W02000007,1
E02005463,W02000007,1
E02005468,W02000003,1
E02005483,W02000007,2
E02005485,W02000007,1
E02005486,W02000009,1
E02005490,W02000007,4
E02005501,W02000006,2
E02005546,W02000009,1
E02005564,W02000007,1
E02005600,W02000007,1
E02005623,W02000006,1
E02005638,W02000003,1
E02005702,W02000007,1
E02005708,W02000007,1
E02005742,W02000003,1
E02005744,W02000007,1
E02005753,W02000007,1
E02005754,W02000007,1
E02005759,W02000007,1
E02005760,W02000007,2
E02005779,W02000001,1
E02005791,W02000009,1
E02005802,W02000009,1
E02005805,W02000009,1
E02005807,W02000007,1
E02005839,W02000007,1
E02005906,W02000008,1
E02005909,W02000006,1
E02005931,W02000007,1
E02005959,W02000007,1
E02005967,W02000006,1
E02005968,W02000006,1
E02005972,W02000003,1
E02005972,W02000007,1
E02005979,W02000007,1
E02006006,W02000007,1
E02006016,W02000007,1
E02006017,W02000004,1
E02006018,W02000007,1
E02006020,W02000007,1
E02006021,W02000007,1
E02006022,W02000007,1
E02006023,W02000009,1
E02006025,W02000003,1
E02006027,W02000009,1
E02006030,W02000007,1
E02006031,W02000007,1
E02006032,W02000007,1
E02006034,W02000009,1
E02006035,W02000005,1
E02006036,W02000007,1
E02006038,W02000005,1
E02006038,W02000007,1
E02006045,W02000009,1
E02006126,W02000008,1
E02006147,W02000006,1
E02006152,W02000007,1
E02006158,W02000007,1
E02006160,W02000004,1
E02006166,W02000007,1
E02006182,W02000007,1
E02006238,W02000004,1
E02006284,W02000009,2
E02006294,W02000001,1
E02006302,W02000003,1
E02006304,W02000003,1
E02006399,W02000007,1
E02006401,W02000007,1
E02006518,W02000003,1
E02006597,W02000007,1
E02006600,W02000007,1
E02006650,W02000007,3
E02006704,W02000007,1
E02006710,W02000007,2
E02006800,W02000003,1
E02006871,W02000003,1
E02006886,W02000007,2
E02006902,W02000006,1
E02006914,W02000005,2
E02006933,W02000006,1
W02000001,E02000581,1
W02000001,E02000977,1
W02000001,E02001055,1
W02000001,E02001063,1
W02000001,E02001097,1
W02000001,E02001195,2
W02000001,E02001204,1
W02000001,E02001208,1
W02000001,E02001253,1
W02000001,E02001256,1
W02000001,E02001259,2
W02000001,E02001267,1
W02000001,E02001308,1
W02000001,E02001331,1
W02000001,E02001360,1
W02000001,E02001404,1
W02000001,E02001424,1
W02000001,E02001436,1
W02000001,E02001465,1
W02000001,E02001482,2
W02000001,E02001505,1
W02000001,E02001713,1
W02000001,E02001859,1
W02000001,E02002005,2
W02000001,E02002062,1
W02000001,E02002134,1
W02000001,E02002243,1
W02000001,E02002382,1
W02000001,E02002496,1
W02000001,E02002539,1
W02000001,E02002581,1
W02000001,E02002582,4
W02000001,E02002585,2
W02000001,E02002613,1
W02000001,E02002693,1
W02000001,E02002941,1
W02000001,E02002966,1
W02000001,E02003015,1
W02000001,E02003093,1
W02000001,E02003135,1
W02000001,E02003148,1
W02000001,E02003276,1
W02000001,E02003284,2
W02000001,E02003432,1
W02000001,E02003539,2
W02000001,E02003643,2
W02000001,E02003667,1
W02000001,E02003760,1
W02000001,E02003809,1
W02000001,E02003839,1
W02000001,E02003859,2
W02000001,E02003930,1
W02000001,E02003970,1
W02000001,E02004095,1
W02000001,E02004260,1
W02000001,E02004306,1
W02000001,E02004426,1
W02000001,E02004560,1
W02000001,E02004573,1
W02000001,E02004868,1
W02000001,E02004972,1
W02000001,E02005035,1
W02000001,E02005204,1
W02000001,E02005236,2
W02000001,E02005338,1
W02000001,E02005341,2
W02000001,E02005366,2
W02000001,E02005557,1
W02000001,E02005782,1
W02000001,E02005828,1
W02000001,E02006020,1
W02000001,E02006025,1
W02000001,E02006356,1
W02000001,E02006398,1
W02000001,E02006843,1
W02000001,E02006910,1
W02000001,E02006912,1
W02000001,E02006917,1
W02000001,N92000002,4
W02000001,OD0000001,577
W02000001,OD0000002,25
W02000001,OD0000003,310
W02000001,OD0000004,7
W02000001,S92000003,3
W02000001,W02000001,1017
W02000001,W02000002,80
W02000001,W02000003,145
W02000001,W02000004,83
W02000001,W02000005,64
W02000001,W02000006,381
W02000001,W02000007,101
W02000001,W02000008,60
W02000001,W02000009,91
W02000001,W02000010,117
W02000001,W02000011,167
W02000001,W02000012,34
W02000001,W02000013,6
W02000001,W02000014,91
W02000001,W02000015,23
W02000001,W02000016,30
W02000001,W02000017,8
W02000001,W02000018,13
W02000001,W02000019,4
W02000001,W02000020,6
W02000001,W02000021,4
W02000001,W02000022,3
W02000001,W02000023,2
W02000001,W02000024,3
W02000001,W02000025,4
W02000001,W02000026,1
W02000001,W02000027,5
W02000001,W02000028,1
W02000001,W02000029,1
W02000001,W02000030,3
W02000001,W02000032,3
W02000001,W02000033,10
W02000001,W02000034,5
W02000001,W02000035,1
W02000001,W02000036,1
W02000001,W02000037,14
W02000001,W02000038,5
W02000001,W02000039,7
W02000001,W02000040,2
W02000001,W02000041,1
W02000001,W02000042,1
W02000001,W02000044,1
W02000001,W02000045,1
W02000001,W02000050,4
W02000001,W02000051,2
W02000001,W02000055,2
W02000001,W02000059,1
W02000001,W02000066,3
W02000001,W02000069,1
W02000001,W02000085,1
W02000001,W02000089,1
W02000001,W02000094,1
W02000001,W02000104,1
W02000001,W02000117,3
W02000001,W02000125,1
W02000001,W02000130,2
W02000001,W02000131,1
W02000001,W02000132,3
W02000001,W02000135,1
W02000001,W02000138,1
W02000001,W02000139,2
W02000001,W02000140,2
W02000001,W02000141,1
W02000001,W02000144,1
W02000001,W02000146,1
W02000001,W02000149,1
W02000001,W02000152,1
W02000001,W02000161,1
W02000001,W02000169,1
W02000001,W02000177,1
W02000001,W02000180,1
W02000001,W02000184,1
W02000001,W02000285,1
W02000001,W02000288,1
W02000001,W02000342,3
W02000001,W02000361,1
W02000001,W02000384,1
W02000001,W02000417,1
W02000001,W02000420,2
W02000001,W02000423,6
W02000002,E02000001,2
W02000002,E02000680,1
W02000002,E02000830,1
W02000002,E02001026,1
W02000002,E02001059,1
W02000002,E02001062,1
W02000002,E02001063,1
W02000002,E02001106,1
W02000002,E02001113,1
W02000002,E02001141,1
W02000002,E02001155,1
W02000002,E02001186,1
W02000002,E02001192,1
W02000002,E02001193,1
W02000002,E02001202,1
W02000002,E02001204,2
W02000002,E02001205,2
W02000002,E02001208,1
W02000002,E02001226,1
W02000002,E02001235,1
W02000002,E02001253,1
W02000002,E02001260,1
W02000002,E02001267,1
W02000002,E02001367,1
W02000002,E02001368,1
W02000002,E02001377,1
W02000002,E02001406,1
W02000002,E02001432,1
W02000002,E02001465,1
W02000002,E02001476,1
W02000002,E02001482,2
W02000002,E02001484,1
W02000002,E02001488,1
W02000002,E02001508,1
W02000002,E02001632,1
W02000002,E02001922,2
W02000002,E02001970,1
W02000002,E02002005,1
W02000002,E02002582,1
W02000002,E02002593,2
W02000002,E02002606,1
W02000002,E02002610,3
W02000002,E02002939,1
W02000002,E02002959,1
W02000002,E02003208,1
W02000002,E02003399,1
W02000002,E02003616,1
W02000002,E02003643,1
W02000002,E02003695,1
W02000002,E02003730,2
W02000002,E02003800,1
W02000002,E02003802,1
W02000002,E02003816,1
W02000002,E02003823,2
W02000002,E02003854,1
W02000002,E02003869,2
W02000002,E02003870,1
W02000002,E02003879,2
W02000002,E02003943,1
W02000002,E02003956,1
W02000002,E02003970,1
W02000002,E02003972,1
W02000002,E02004010,1
W02000002,E02004033,1
