from,to,value
E02000001,E02000880,4
E02000001,E02000882,3
E02000001,E02000884,23
E02000001,E02000885,3
E02000001,E02000886,1
E02000001,E02000887,3
E02000001,E02000888,2
E02000001,E02000889,15
E02000002,E02000880,5
E02000002,E02000881,1
E02000002,E02000882,5
E02000002,E02000883,1
E02000002,E02000884,4
E02000002,E02000885,3
E02000002,E02000886,1
E02000002,E02000887,1
E02000002,E02000889,1
E02000003,E02000880,3
E02000003,E02000881,1
E02000003,E02000882,4
E02000003,E02000883,3
E02000003,E02000884,35
E02000003,E02000885,4
E02000003,E02000886,6
E02000003,E02000887,8
E02000003,E02000888,3
E02000003,E02000889,4
E02000004,E02000880,4
E02000004,E02000881,4
E02000004,E02000883,2
E02000004,E02000884,11
E02000004,E02000885,1
E02000004,E02000887,2
E02000004,E02000888,1
E02000004,E02000889,7
E02000005,E02000880,3
E02000005,E02000882,2
E02000005,E02000883,1
E02000005,E02000884,12
E02000005,E02000887,1
E02000005,E02000888,1
E02000005,E02000889,3
E02000007,E02000880,5
E02000007,E02000882,2
E02000007,E02000884,14
E02000007,E02000885,1
E02000007,E02000888,5
E02000007,E02000889,6
E02000008,E02000880,10
E02000008,E02000881,4
E02000008,E02000882,2
E02000008,E02000883,2
E02000008,E02000884,9
E02000008,E02000885,3
E02000008,E02000886,1
E02000008,E02000887,5
E02000008,E02000889,3
E02000009,E02000881,5
E02000009,E02000883,4
E02000009,E02000884,11
E02000009,E02000886,1
E02000009,E02000887,11
E02000009,E02000888,1
E02000009,E02000889,2
E02000010,E02000880,1
E02000010,E02000881,1
E02000010,E02000882,2
E02000010,E02000883,4
E02000010,E02000884,26
E02000010,E02000885,2
E02000010,E02000886,1
E02000010,E02000887,6
E02000010,E02000889,2
E02000011,E02000880,10
E02000011,E02000881,2
E02000011,E02000882,6
E02000011,E02000883,1
E02000011,E02000884,10
E02000011,E02000886,2
E02000011,E02000887,4
E02000011,E02000888,3
E02000011,E02000889,3
E02000012,E02000880,24
E02000012,E02000881,2
E02000012,E02000882,9
E02000012,E02000883,5
E02000012,E02000884,21
E02000012,E02000885,6
E02000012,E02000886,3
E02000012,E02000887,15
E02000012,E02000888,10
E02000012,E02000889,13
E02000013,E02000880,3
E02000013,E02000881,2
E02000013,E02000882,1
E02000013,E02000884,16
E02000013,E02000885,5
E02000013,E02000886,1
E02000013,E02000887,4
E02000013,E02000888,7
E02000013,E02000889,7
E02000014,E02000880,9
E02000014,E02000881,2
E02000014,E02000882,4
E02000014,E02000883,1
E02000014,E02000884,21
E02000014,E02000885,1
E02000014,E02000886,3
E02000014,E02000887,6
E02000014,E02000889,5
E02000015,E02000880,6
E02000015,E02000881,2
E02000015,E02000882,1
E02000015,E02000883,2
E02000015,E02000884,9
E02000015,E02000885,2
E02000015,E02000886,3
E02000015,E02000887,3
E02000015,E02000888,2
E02000015,E02000889,5
E02000016,E02000880,3
